embedding_x,embedding_y
7.0233803,-7.792272
10.845714,2.481543
-8.225107,8.392133
11.366845,3.222609
-0.8621177,23.261612
6.7026153,-6.741096
4.3452525,9.212189
11.834629,3.2898412
-1.3066611,23.482403
4.0674973,-13.231622
3.7513394,-2.5448396
-5.734525,3.814851
5.730938,20.226805
18.19526,-5.1996574
14.6663065,14.553893
14.083257,-0.5047832
19.875706,8.637535
-4.0102906,-11.270249
10.354662,15.75573
6.5829897,23.405336
10.168076,20.300596
11.308813,7.462549
6.8948693,-12.787982
19.919107,8.68151
15.232945,0.25394958
6.8946395,-12.787771
-1.8052672,-8.38387
-9.386466,8.086036
14.162062,-1.0882761
-8.2312155,8.391756
14.271517,-1.1797179
9.999092,12.549864
-4.0748844,-12.399059
9.311649,12.507424
9.454154,4.0772204
12.425737,11.879871
12.423678,11.672965
-1.3740274,23.677643
14.248179,-1.162524
14.232106,-1.1621904
11.413447,3.3340542
-9.580969,10.645723
12.5700655,11.777623
13.809147,1.4069386
8.7987795,6.7667956
14.22293,1.2272825
-1.2300036,23.840355
11.302334,7.456643
11.000257,2.5484784
10.80968,2.365646
-3.9141252,-12.277199
15.63427,14.620274
14.983146,0.6505395
3.190984,-5.685812
-5.099853,2.4535599
14.247087,-1.1625918
6.5069747,15.250795
10.639969,3.2771366
-9.7027445,-0.758826
11.724353,7.67951
-7.158502,15.061126
10.953147,4.9167137
12.046431,12.391864
14.180487,-0.5318416
8.466806,16.630112
15.124843,2.5858295
14.191126,14.30379
14.152937,-1.0478762
14.649601,0.48376244
9.937644,12.525345
15.212021,2.5375514
11.327774,3.3296297
14.508734,0.7111974
11.243473,-7.715321
15.082918,0.52522945
14.480638,0.9880293
12.65023,2.1785727
13.231569,0.3299824
10.75912,5.816452
15.11923,0.41778165
15.572441,3.7528217
11.249088,2.446922
15.136912,3.1809292
-8.990529,-5.2577477
14.217447,-0.4673943
-0.46153256,16.501736
1.598895,20.944656
4.4260755,9.360175
15.670118,14.465754
14.820902,0.43666685
6.5170164,15.262311
3.8665895,-12.934849
8.449566,16.608957
12.558102,11.795254
10.665297,12.299314
10.629474,3.275481
13.826219,1.4117633
15.613297,3.796443
10.7092085,3.1946352
2.5669916,-6.31036
15.028736,3.003678
11.972051,3.33942
10.162704,20.307985
5.3394427,10.79494
19.784502,8.543568
13.495483,0.35214567
15.015148,0.4355339
12.535263,11.713691
12.460562,11.786253
8.781979,-14.572382
-7.4633627,21.214272
14.638836,0.7428319
-1.8866578,25.549847
12.608726,2.2127535
10.640823,3.2368784
18.502434,-4.746707
13.741618,1.5843052
13.277626,0.30861086
15.627161,3.8145585
14.582378,0.46627474
17.92008,-5.757913
15.528496,14.954445
12.31511,13.030132
6.1701064,9.036171
15.025408,2.795819
14.0840645,-0.56142074
9.29493,12.452875
12.115082,0.8682005
2.527845,-6.294812
11.163993,5.2728925
6.8946047,-12.788064
15.46311,3.6311464
11.161245,3.4016645
6.5497346,-7.584402
15.630136,3.8157475
10.924886,11.917178
13.343411,0.31723824
6.8939576,-12.787928
-8.17481,20.884983
11.272511,-7.686797
-8.225257,8.372151
15.244531,0.2413343
14.187253,-0.43691257
6.134209,9.063582
15.222333,0.27039015
-8.039181,20.756142
14.11842,14.4080305
15.312243,14.365367
4.1711006,-13.878928
4.154122,-13.869827
3.0246966,-2.867784
3.227198,1.9807037
11.108394,2.541687
6.8939614,-12.787933
-9.71545,-0.77422845
15.570085,14.53962
14.324583,14.480163
-3.3103673,13.492677
-1.8073595,22.467691
14.188751,-0.48918903
10.670575,12.298461
3.2886157,-6.4451046
12.301477,11.579112
11.475718,2.224361
4.701619,-7.075728
11.595197,24.52443
5.969201,9.191955
14.366138,14.342188
11.87803,3.090824
-3.6948366,-1.9341193
11.029423,2.6105816
9.266629,12.530404
6.894343,-12.787949
8.154336,6.7492757
14.3483305,0.1096666
13.745618,1.5841379
5.716483,21.931938
15.599905,14.885982
-1.34083,22.95452
15.422357,3.5929048
12.130409,12.390514
19.89368,8.657601
10.747201,3.1431165
3.1910787,-5.7240477
15.09328,0.4345468
15.724954,2.195987
9.882849,4.571532
10.957556,11.85975
6.1186504,9.085563
-5.1117296,2.4401133
11.881063,2.898104
12.6474905,2.191212
13.876732,1.4078289
-1.7105438,24.139427
14.08925,14.394066
10.120705,12.551098
4.144382,8.941843
13.365716,0.32719532
-1.6396598,24.151878
-1.8174047,-8.339949
-3.1373014,-1.8348169
-1.3901165,23.000338
8.060901,16.412664
8.802237,6.763733
10.673645,12.288126
10.786225,5.683083
8.963665,-14.394552
6.494559,15.234167
-1.3837361,22.967644
15.225731,0.24037297
18.23995,-4.989052
10.14922,15.811176
0.4808785,-12.649689
-4.019676,-11.285625
14.171118,-1.1054242
10.702041,5.7597933
8.371332,16.490793
2.6110368,-6.295476
3.1191978,-6.889347
14.474533,0.5015318
10.748188,4.85401
15.102842,0.5276472
12.41821,11.596292
-0.92592496,23.097376
-4.8276267,-4.576251
8.891452,12.460454
11.574699,2.5241132
10.842665,2.3491352
-4.689664,-4.4314795
-7.4562616,21.22167
-8.9878645,-5.2499294
9.659833,12.513869
9.090277,12.493538
15.72251,14.730085
6.5062695,15.246905
14.41661,1.050185
15.466904,14.522879
12.525414,11.853125
10.597718,12.317163
9.131759,12.498898
14.158846,-0.584449
9.3794985,3.7543428
15.091374,0.50426173
17.960857,-5.5749044
-5.137841,4.505309
11.581225,11.217147
3.2272272,1.9856087
-4.6413746,-6.959982
11.083413,11.855641
-5.7353725,3.8139243
9.774865,12.541983
-7.964937,20.744299
10.881053,5.5519037
10.66855,5.734007
-0.89213675,8.414286
9.031428,12.483328
18.615564,-4.622637
17.839085,-11.4054165
3.2300549,1.9743073
15.231566,0.260536
11.305526,7.45999
10.34644,15.737439
11.316774,7.4698305
11.317629,7.4693227
11.315568,7.4651012
12.432366,11.372125
15.57534,3.7472086
-5.144577,4.499085
-12.7135315,9.768178
-6.1814823,15.325948
-4.011256,-12.291779
11.261043,-7.698141
-1.3513763,23.65427
13.795451,1.3080885
8.814213,6.7637625
0.48027167,-12.652556
4.1613193,-13.881681
14.084462,-0.55564094
11.245198,2.3082867
14.306775,0.12413432
12.078653,0.9108396
9.360515,3.738921
6.894204,-12.787907
3.3163834,-6.5720234
13.233487,0.34002173
-0.89560735,8.419564
12.100008,0.8932731
2.8493152,-3.673934
19.792078,8.551105
4.040975,-13.215068
11.190629,5.187407
9.880986,4.5700803
10.657441,3.2290232
4.3537817,9.404264
14.175011,-0.588494
-8.227431,8.389177
10.680716,5.7437663
10.827804,2.3356822
14.077258,-0.504046
4.2123704,9.073545
14.27491,-0.89235324
12.624439,2.1697807
17.98859,-5.667823
9.361874,3.747533
3.2288442,1.982464
11.271354,-7.6879888
10.164587,20.304865
14.5117035,0.76598066
14.741583,0.67985404
14.518759,0.6751046
10.617348,12.335689
6.126387,9.068566
11.32736,3.3420665
-0.9649923,23.066074
12.477727,11.652057
11.306869,-7.6517496
6.2612176,-7.149407
-8.159886,20.86468
-1.7171216,24.17087
14.510142,0.6298869
11.210623,3.416125
8.9027,-14.454708
10.9717045,4.9515767
-0.9120471,8.391269
8.777496,-14.576706
11.25124,-7.708207
9.375362,3.7434642
6.319966,-7.040603
17.857038,-11.387436
8.518143,16.759068
-1.8465208,-8.308483
-5.066097,4.5606523
15.628611,3.8124213
11.794068,0.9915717
11.178424,3.376826
15.260131,0.22750576
14.256298,-0.20829692
12.522776,9.835855
8.505486,16.722324
3.1988566,-5.7453027
12.498436,10.931005
6.8941317,-12.787886
11.378967,4.7531233
10.017202,12.548992
-5.1030035,5.3727036
2.62249,-6.3052473
6.765806,-6.706862
8.779984,-14.57382
2.5425215,-6.305203
15.634171,14.866012
-0.8953949,8.418682
10.760599,2.3543108
14.110932,-0.5135145
8.656623,-2.6676836
6.030198,9.1542225
-9.386745,8.088096
4.15709,8.953188
6.924758,-7.6473227
15.144002,3.1906667
19.782665,8.541546
14.077766,14.379947
12.110936,0.86872846
10.784564,2.336932
15.674663,14.50428
-2.0159678,22.336094
-0.89970684,8.445145
6.5145507,15.258824
14.398168,14.511695
15.596655,14.481541
14.181606,-0.5540766
14.295276,-0.051187836
11.280323,2.4604235
14.323548,0.09084753
11.400822,1.2312133
3.1615753,-5.7564406
13.233941,0.33212462
-6.8609424,11.05203
10.798479,2.3490083
-10.609069,13.761858
9.431234,3.9713895
-9.596815,10.6402025
11.585275,24.534752
-1.7048047,24.166075
-7.061739,15.204303
15.692468,14.562437
7.012467,-7.737628
-9.374825,8.101588
2.8498127,-3.6761332
-4.557226,-7.0454717
-1.3901672,22.992952
-2.7238588,20.861858
3.100893,-6.3511267
10.403271,15.76017
6.9366355,-7.395661
12.5681505,11.733894
-1.8217978,-8.331017
0.50733536,-12.679803
14.171456,-0.5690272
13.495963,0.35953942
15.791145,-8.61974
10.381594,5.0494494
10.840575,5.6086607
15.314053,14.706738
-10.602619,13.753924
8.980202,15.42688
6.949117,-7.448821
15.226603,0.26173648
6.7657647,-7.3563075
12.598164,2.2000427
-1.5688391,24.064653
-1.7084141,24.145603
-2.7466388,20.887442
6.738415,-6.73321
6.124771,9.069763
-1.8241154,-8.337712
-0.94200426,23.37213
17.795527,-5.776239
11.596197,24.523985
14.728902,14.666914
-7.054892,15.215355
10.634099,3.261355
11.327733,3.3612452
13.186386,1.6254616
0.48214242,-12.656424
-0.945397,23.064625
6.7854676,15.664513
11.317372,7.4687767
11.321883,7.4713225
2.9899464,-3.4763827
11.323518,7.472238
-6.468107,15.422836
10.860929,12.131263
14.183326,0.114684224
15.526868,3.6942027
15.036041,2.9462295
14.175708,-0.5184241
14.217282,-0.45728704
15.663685,2.2941215
13.296033,0.31952494
14.16785,-0.60374755
13.799729,1.2636559
11.37391,3.341258
6.01749,-7.232477
19.92822,8.690535
11.24025,2.2660286
-12.428071,-5.0632234
-4.812352,-4.559202
-5.6046853,15.598654
15.787126,-8.623288
11.730001,11.245935
13.1209,0.42633298
19.884232,8.646319
-8.9893,-5.258932
18.615173,-4.6279006
5.6948576,20.1831
6.766984,15.667461
-3.1311083,-1.8303602
-1.7247807,24.165722
-0.6237354,16.350624
-2.3948386,20.713438
15.759132,2.227332
11.556875,1.1125329
14.619452,14.357408
10.716799,5.7257047
11.557931,1.1231018
13.249062,0.33117205
-2.3749123,20.691952
11.149978,4.956469
-2.4568257,-1.814499
-12.708826,9.764321
10.159375,20.310553
11.61938,1.0603067
-4.802637,-4.5515027
14.111605,-0.5012126
13.739987,1.5869722
15.269405,0.23029621
11.29412,7.45461
-1.8237705,-8.326759
11.567724,2.2008455
9.240055,12.467924
-5.7271757,3.8174381
10.785358,12.09437
6.523024,-7.582828
8.950733,14.358463
5.6677914,20.159874
14.172558,-0.56094354
14.73181,0.44792947
10.620845,12.325241
5.3645573,9.801688
12.098152,0.87764347
10.748719,12.12339
4.364934,9.266034
12.071006,12.417417
2.533345,-6.300188
15.504103,14.548975
14.861494,14.275517
5.901281,9.244702
-9.598215,10.640809
14.176001,-0.50997186
15.7868395,2.161824
14.143562,14.419841
15.0811,0.52821976
14.0232315,1.339492
-9.701816,-0.75681996
5.691274,20.188808
15.560789,14.953927
-5.1181154,5.3608913
-9.73243,-0.8127675
14.524929,0.6859239
-4.642859,-6.9585443
6.5596023,-7.600469
8.506228,16.728727
14.628598,0.55472696
3.4069316,-6.4926214
-1.8266447,-8.314746
10.703896,5.73571
13.7096195,1.5090027
14.520826,0.6620634
-4.2122283,-11.492782
-5.140709,4.508727
6.715089,-6.7035165
6.1589622,9.074962
14.947133,2.9385428
13.692883,1.48945
9.457352,4.058629
12.294932,11.52217
9.100818,12.494343
11.486161,1.1537893
6.7244544,-6.7184777
-2.4910407,-1.7917224
10.601762,12.346383
15.100743,0.4132392
-5.1360874,4.514769
15.6767025,2.1715147
11.227843,3.419062
11.080896,11.881109
5.9081573,22.55902
10.984389,5.439052
14.62865,0.6502638
14.226122,1.2139953
8.370614,16.449217
-5.726197,3.81729
12.078698,0.9122592
9.697857,12.536432
0.50625783,-12.679953
14.673711,14.197879
-0.5889079,16.395641
15.701549,14.727413
2.5743272,-6.3091955
-1.1604699,23.688467
14.250601,-0.23399457
-5.7245436,3.818901
-1.047943,23.028728
3.1824102,-5.717084
-7.071918,15.198589
12.614554,2.1740875
6.752033,15.598462
-1.8261845,-8.316024
-6.632227,15.372997
9.976944,12.491584
10.953357,2.4929206
4.1788588,9.003158
15.793006,-8.618418
-5.0812993,5.38139
14.994481,2.8203409
-0.54919463,16.453884
19.778711,8.537593
-4.7944694,-4.5421367
-9.752198,-0.82826775
13.149318,0.38327459
11.506381,13.027052
8.124981,6.74002
9.366472,12.510887
-7.143914,15.078491
11.443631,1.1840339
12.20157,12.107641
14.155013,-1.0503187
-0.33178532,16.672794
9.878011,12.554851
6.522176,15.261728
12.120902,0.8630034
14.305615,0.0069293585
4.299156,9.216906
11.868453,12.775723
15.103136,14.639008
13.913571,14.19455
-1.8322726,22.453964
-4.8034296,-4.5516057
15.7813015,-8.629987
3.3269176,-6.596775
14.484836,0.9094407
11.308655,7.463965
14.60838,14.66899
5.8921785,22.53073
6.649347,23.387499
10.365671,15.756988
5.6821237,20.175848
15.793182,-8.618385
-0.8351538,23.166954
14.515504,0.7208008
6.1198473,9.073762
11.659991,2.4659102
9.368079,3.750491
4.1551905,-13.882959
-4.0848217,-12.416353
6.7490025,15.528504
-1.6561786,22.581148
-7.447597,21.21948
9.884449,4.5775366
-8.232787,8.390632
-0.62088066,16.353586
18.18683,-5.2101483
12.302817,12.999706
2.5285375,-6.302227
-5.0859084,5.36797
14.183721,0.08596831
10.74872,12.11935
5.6258473,-7.185195
11.326387,-7.632183
6.9199896,-7.7263126
-3.5409875,-1.8893552
-2.6923082,20.844423
18.10179,-5.102943
15.800904,-8.61127
8.953639,-14.404534
-4.1037693,-12.433975
-3.948744,-12.309248
8.808943,20.336159
-0.89848435,8.413256
15.58492,14.909388
12.515364,11.888394
4.244958,9.110216
12.396099,11.981797
-7.45376,21.208977
-1.9213665,25.594498
15.316437,14.672101
15.627089,3.811832
-1.8309336,-8.30385
-3.1347346,-1.8404071
12.069406,0.915942
15.801798,-8.610666
14.478066,0.9238938
11.075767,5.006631
3.235542,1.9691339
-8.224299,8.389997
-8.154157,20.848372
-8.239919,8.402328
11.19604,2.5300128
15.893079,-8.527318
11.358487,3.3378525
10.723908,4.8716803
11.373504,-7.583684
-4.0102234,-11.336007
14.252376,-1.165242
10.762528,2.361819
18.605085,-4.6333237
12.442365,11.820683
11.38246,2.430144
6.0776577,9.1077
11.291901,-7.667138
14.618515,14.327092
10.59865,3.297011
2.912653,-3.5941854
13.930138,1.6646632
12.178507,11.9801855
10.860196,11.972854
11.215357,2.5489461
-3.8947198,-12.1712475
9.111555,12.499479
15.684062,14.572778
-5.97633,14.450347
14.638112,14.661092
0.52472615,-12.697642
11.89882,3.1029975
10.691891,2.3262753
-5.066967,5.3710647
-8.988267,-5.258544
9.8066435,12.551405
5.9332724,9.21095
11.384359,1.2457191
9.847437,12.557737
11.765336,3.3157744
11.171217,3.290288
-9.72019,-0.8051994
-0.8357043,23.198618
15.909854,-8.512198
13.1168995,0.42805645
-4.4518666,-7.1508474
3.19129,-6.7545357
3.2363014,1.9623853
-8.986667,-5.2468452
10.7342,4.8513727
-4.579736,-7.0228395
11.7950325,0.9897892
9.896548,12.514146
13.098245,0.44237745
10.684595,3.1806076
-3.3913858,-1.8181528
-7.1617384,15.104395
14.232721,-1.0941437
11.089981,11.726815
4.354111,9.218151
-4.690309,-4.4322934
-4.103431,-12.4333725
3.1719542,-5.7954974
-6.686706,15.4115715
11.896846,3.3875105
-1.5266465,23.844807
-7.432491,21.23032
4.148137,-13.830919
-1.8321451,-8.294985
15.534055,14.913239
15.13406,2.5698638
6.7754436,15.6852455
14.229171,-1.1703007
14.74965,14.604734
-8.99075,-5.265369
-8.230918,8.389705
12.339209,13.046971
14.683949,0.48611134
-3.119379,-1.8548505
9.376941,3.800778
14.515085,0.49363682
6.5797944,-7.67553
10.849772,11.976198
3.2397063,1.9592606
-5.0678105,5.3780546
8.957169,14.256569
-1.1852164,23.75403
3.2400756,1.9552889
12.505223,11.589649
-9.400177,8.084526
13.696591,1.5113735
4.1473255,-13.834811
13.917931,1.662262
13.788244,1.3037813
15.468982,3.639189
15.922746,-8.502154
12.116185,0.8628217
14.938261,2.9192963
-1.8368762,-8.274626
13.925163,1.6513867
13.703671,1.5318561
10.431396,12.433822
-5.148368,4.490127
-5.9881005,14.408326
-8.194697,20.821344
11.174976,2.6123428
8.053268,6.6963525
-7.466227,21.208906
14.830087,0.6563274
9.372014,3.7779324
-7.068899,15.198902
-5.734382,3.8085072
3.25095,1.9270865
0.512719,-12.688133
-9.398975,8.085581
16.037394,-8.40216
15.281807,14.696328
6.6533093,15.46271
14.15949,-1.0485744
7.999659,6.670469
-8.206648,8.387336
-3.7304575,-2.0026977
-5.5937524,15.607557
16.0859,-8.359105
5.8769836,9.247677
10.960511,4.959863
6.57838,-7.6423855
-4.2211556,-11.524048
3.9982753,-13.124701
-1.8525127,22.436607
4.1540084,-13.877814
7.996391,6.667854
-7.9560637,20.720835
10.851801,5.5829644
9.784121,12.511566
5.3136086,10.829825
16.079443,-8.36482
5.6996245,21.916395
3.2585914,1.9238786
-5.1570425,4.467742
-6.2298145,15.306436
16.07971,-8.364575
16.078392,-8.365933
14.513058,1.0983949
16.091839,-8.353514
11.354078,-7.6038465
11.808249,3.3338165
11.39328,7.531524
16.097912,-8.348472
16.100584,-8.345527
16.091879,-8.353949
17.855207,-11.389021
11.352837,7.50745
18.053782,-5.1742587
-2.7247107,20.866877
6.9400043,-7.743302
6.9031453,-7.386886
5.889465,22.549295
16.092855,-8.353028
-3.9437938,-12.298655
-12.710166,9.792123
16.10234,-8.344101
6.631999,23.408224
10.39994,15.761316
11.379997,7.5356026
13.02566,13.907801
10.377809,15.715855
8.987419,15.441084
5.661447,20.152338
1.6077319,20.932774
-12.487341,-5.210662
8.80531,20.333672
-9.78804,-8.015533
-6.5706925,15.423581
-9.390267,8.092029
-5.716859,3.822906
13.071566,8.49933
16.093481,-8.352493
-7.1562166,15.047745
-8.21461,8.379287
16.093496,-8.352204
16.116817,-8.329563
4.3025565,9.238576
10.756458,4.844989
5.0436697,-6.6636577
11.813655,1.4425122
-1.8465395,-8.230665
3.2511415,1.9067521
-2.4169643,20.719116
0.5157992,-12.688657
14.490792,14.2984085
13.384524,-6.2871156
6.752754,-7.3062005
-5.162071,4.454471
6.4614124,-7.381291
-5.166372,4.453102
3.2521627,1.9012722
5.910096,22.558979
14.11649,14.391937
13.7587385,1.3264464
17.854069,-11.3905115
0.54409343,-12.716005
-6.17357,15.355635
0.5439204,-12.715981
13.386852,-6.279309
-9.406735,8.083376
-12.708522,9.770054
-1.8395401,-8.225231
8.4515705,16.610304
11.32487,3.3279364
-9.404623,8.08534
11.19439,2.3097978
11.9390745,2.8851194
15.765592,2.1652575
18.167278,-5.0762725
12.130818,0.85120857
-0.579918,16.415367
12.1032095,12.414565
3.9754963,-6.3236694
10.763507,5.6999745
12.495202,10.660313
10.775853,12.080935
18.186808,-5.2767143
13.384361,-6.287656
13.384202,-6.28751
-1.872533,22.421537
7.9497547,6.619369
3.3939583,-6.448741
-7.8302407,21.04834
-7.98538,20.744558
4.2148547,-3.174156
7.0320616,-7.6501226
-5.687857,3.8380885
19.908659,8.670398
0.54603267,-12.717181
4.3328443,9.205754
13.38443,-6.2874103
13.02194,13.9002075
4.237195,9.113027
12.088383,0.90537345
6.7319007,15.583899
11.68527,7.651066
5.333696,10.854664
11.848688,3.0553794
3.839368,-12.912102
14.15052,-1.0714731
11.548222,1.1227256
6.8472757,-7.6432066
6.1230726,9.073513
15.146898,0.3385284
-2.4836197,-1.7951772
8.111093,6.724355
14.469668,14.562239
15.122587,0.4582449
18.626513,-4.613222
15.365566,3.4920971
4.2127233,9.068292
11.080949,9.018916
6.263566,22.782707
-1.135267,23.591557
17.97124,-5.6912494
15.198293,14.611938
15.534747,14.904449
10.627293,3.2679346
13.383567,-6.2871356
5.651539,20.14523
-4.030679,-11.438382
3.330287,-6.4490867
-7.915032,21.191574
-3.859508,-12.172277
12.523323,11.612197
2.8874574,-6.3392553
15.726366,2.3048737
5.661446,-7.1909614
11.571259,1.1122644
-12.726965,9.7803755
3.2653544,-6.544457
-9.585978,10.645155
2.5880823,-6.3190017
11.497904,1.1419735
15.376272,3.499346
15.191156,3.2711642
15.664489,14.542498
8.089715,6.6761136
-1.8409349,-8.199049
13.37982,-6.2733827
-4.6338186,-6.9677196
-8.180554,8.39762
10.763266,12.210505
-7.439704,21.227846
11.391265,3.3684614
18.570333,-4.670507
13.378942,-6.2694764
0.54812104,-12.719335
6.8409786,16.044931
15.700418,14.442698
6.7479343,15.524023
-1.91682,22.395247
17.782362,-4.9835625
9.371585,3.7552414
5.8263073,9.286254
15.006511,2.8253396
-9.58172,10.646669
6.7419133,-6.77468
10.476388,12.409562
-5.0540075,5.358438
11.337669,3.3511329
-1.6976285,22.568737
11.639255,10.839404
-0.30569482,16.697752
6.114521,9.076685
15.142432,0.41936073
17.935057,-5.743131
11.806664,12.819265
-0.89597285,8.403557
14.135545,1.3557835
8.119627,16.472664
8.209482,6.755693
13.757751,1.3523134
-1.9276474,25.602652
-1.2603633,23.823933
-1.16792,23.735046
-9.580584,10.648245
9.68996,12.535363
14.227727,-0.3567226
-6.6010704,15.406262
9.873216,12.556746
-8.989969,-5.262698
3.8624449,-12.932063
17.952599,-5.6751957
-1.9160746,25.574406
12.417634,11.917646
11.162368,2.6188667
15.711159,2.349825
11.8421955,3.2916327
7.9733663,6.649001
3.258882,1.8342518
-1.8253253,-8.14991
6.391491,-7.1553707
-4.6666584,-4.4081845
-2.4061096,20.716072
6.723198,-6.720998
-5.1062746,2.446952
3.188076,-5.712472
-1.8449832,-8.111469
-7.086234,15.1949
15.172526,14.32358
3.9132545,-6.351574
3.1916344,-5.7274766
13.724312,1.5863007
12.095724,0.8963863
12.239474,9.347595
4.2484274,-3.2097523
14.232427,-1.1759901
11.90007,3.0513842
14.7864895,14.650296
15.772946,2.1575475
11.59755,24.522543
-4.7086434,-4.451173
17.885893,-11.360603
2.8887527,-3.615665
-8.987667,-5.2557173
-6.5143237,15.407128
-4.7609715,-4.504815
11.079216,8.999409
13.278769,-5.818579
-1.3291066,22.96549
13.264495,-5.803229
10.967356,4.949251
15.432707,3.5965345
8.722288,-14.63178
13.737188,1.5369345
-8.990117,-5.263436
10.843311,5.6004896
4.342036,9.200089
-2.7252119,20.864508
-1.5792975,24.08399
11.879801,2.9973996
6.71828,15.552712
15.719687,2.1990423
11.592224,24.526777
-1.8416636,-8.098962
10.745267,4.8490934
0.608636,-12.773053
11.862959,2.8625555
6.5658627,23.34563
15.812369,2.122647
6.4913864,15.235034
-0.9155609,8.41937
-0.9233376,23.16653
11.255212,-7.703763
-4.5843253,-7.0188074
11.276487,-7.6829243
-12.70594,9.774623
15.396174,3.4941702
5.229183,-6.364834
-7.933562,20.7693
-0.9796291,23.233168
2.6836412,-6.308281
11.696104,3.419181
3.3022816,-6.562356
-5.036906,5.344301
-9.562487,10.651163
4.23049,9.107796
4.2350197,9.106465
13.259876,-5.788582
4.1513996,8.937563
11.268347,2.647101
15.732097,2.294936
6.121096,9.073707
10.807107,2.4859626
13.260108,-5.788995
-1.6355361,24.134144
19.788097,8.546995
